customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,online_security,num_products,senior_citizen,has_partner,has_dependents,churn
CUST00773,26,89.72,2234.45,Month-to-month,Credit card,No,No internet service,No internet service,1,0,Yes,No,Yes
CUST00774,21,62.57,1318.12,Two year,Electronic check,No,No internet service,No internet service,2,0,No,Yes,No
CUST00775,2,80.82,158.47,Month-to-month,Bank transfer,No,No internet service,No internet service,4,1,No,No,Yes
CUST00776,47,60.2,2796.33,One year,Bank transfer,No,No internet service,No internet service,1,0,No,Yes,No
CUST00777,30,83.78,2586.63,Month-to-month,Electronic check,DSL,Yes,Yes,2,0,No,No,No
CUST00778,27,50.72,1391.62,One year,Mailed check,No,No internet service,No internet service,2,0,No,No,Yes
CUST00779,71,116.96,8259.41,Two year,Mailed check,Fiber optic,Yes,Yes,1,0,No,No,No
CUST00780,20,81.76,1647.88,One year,Mailed check,No,No internet service,No internet service,3,0,No,Yes,No
CUST00781,50,73.65,3780.77,Two year,Electronic check,Fiber optic,Yes,Yes,1,0,Yes,No,No
CUST00782,23,91.42,2154.34,One year,Bank transfer,DSL,No,No,3,0,Yes,No,No
CUST00783,13,59.63,750.8,Month-to-month,Electronic check,Fiber optic,Yes,No,1,0,Yes,No,Yes
CUST00784,4,77.77,304.89,Month-to-month,Bank transfer,Fiber optic,No,No,1,0,No,No,Yes
CUST00785,14,51.2,705.92,One year,Credit card,DSL,Yes,No,1,0,No,No,No
CUST00786,20,77.92,1509.71,Two year,Mailed check,Fiber optic,No,Yes,1,1,Yes,No,Yes
CUST00787,13,105.02,1298.66,One year,Bank transfer,Fiber optic,Yes,Yes,3,0,No,No,No
CUST00788,3,64.75,187.92,Month-to-month,Electronic check,Fiber optic,No,No,1,0,Yes,No,Yes
CUST00789,47,94.09,4558.54,One year,Credit card,Fiber optic,No,Yes,2,0,Yes,No,No
CUST00790,3,66.56,200.6,Month-to-month,Electronic check,DSL,Yes,Yes,1,1,No,No,No
CUST00791,1,133.4,131.29,Two year,Bank transfer,No,No internet service,No internet service,3,0,Yes,No,No
CUST00792,24,99.14,2405.14,Month-to-month,Credit card,No,No internet service,No internet service,3,0,Yes,No,No
CUST00793,35,70.18,2515.21,Two year,Mailed check,DSL,No,No,2,0,No,No,No
CUST00794,14,24.61,339.52,One year,Bank transfer,No,No internet service,No internet service,1,0,No,No,No
CUST00795,67,88.97,5940.77,One year,Mailed check,Fiber optic,No,No,2,0,Yes,No,Yes
CUST00796,13,39.22,487.64,Two year,Electronic check,DSL,No,No,1,1,No,Yes,No
CUST00797,47,61.22,2905.28,Two year,Bank transfer,Fiber optic,No,No,1,1,Yes,No,No
CUST00798,50,120.08,5917.79,One year,Electronic check,Fiber optic,No,No,2,0,Yes,No,Yes
CUST00799,26,108.43,2800.44,Month-to-month,Bank transfer,Fiber optic,No,Yes,4,0,Yes,Yes,No
CUST00800,3,71.86,213.91,Month-to-month,Electronic check,No,No internet service,No internet service,3,1,No,No,Yes
CUST00801,51,73.95,3821.39,Two year,Credit card,Fiber optic,No,No,2,0,Yes,Yes,No
CUST00802,40,48.94,1971.79,Two year,Electronic check,DSL,No,No,2,0,No,Yes,Yes
CUST00803,68,70.14,4732.37,Two year,Mailed check,No,No internet service,No internet service,4,0,No,Yes,No
CUST00804,36,73.72,2525.72,Month-to-month,Mailed check,DSL,Yes,No,2,0,No,No,No
CUST00805,51,97.58,5036.78,One year,Mailed check,Fiber optic,Yes,Yes,2,0,Yes,No,Yes
CUST00806,1,94.02,97.59,Month-to-month,Electronic check,DSL,No,Yes,3,0,No,No,Yes
CUST00807,33,70.29,2382.09,One year,Mailed check,Fiber optic,No,No,1,1,Yes,No,No
CUST00808,7,108.55,796.45,Two year,Electronic check,Fiber optic,Yes,No,1,1,Yes,No,No
CUST00809,52,94.08,4715.59,Two year,Mailed check,DSL,No,Yes,2,0,Yes,No,No
CUST00810,11,96.13,1028.09,Month-to-month,Mailed check,Fiber optic,No,No,1,0,Yes,No,No
CUST00811,27,58.29,1580.01,Two year,Mailed check,DSL,No,No,1,1,No,No,Yes
CUST00812,14,82.85,1129.26,Two year,Electronic check,Fiber optic,No,No,2,1,Yes,Yes,Yes
CUST00813,46,150.0,6578.84,Month-to-month,Credit card,Fiber optic,No,Yes,2,0,Yes,Yes,No
CUST00814,10,86.22,853.78,One year,Mailed check,DSL,No,Yes,4,1,No,No,No
CUST00815,24,25.93,609.1,One year,Electronic check,No,No internet service,No internet service,1,1,Yes,No,No
CUST00816,61,51.55,3070.26,One year,Mailed check,DSL,No,No,1,0,No,Yes,No
CUST00817,18,71.93,1353.41,Month-to-month,Credit card,DSL,No,Yes,1,0,Yes,Yes,No
CUST00818,9,77.57,679.87,Month-to-month,Electronic check,Fiber optic,No,Yes,2,0,No,No,Yes
CUST00819,17,108.01,1768.13,One year,Bank transfer,Fiber optic,No,No,2,0,No,No,Yes
CUST00820,58,89.99,5023.86,One year,Mailed check,Fiber optic,No,Yes,2,0,Yes,No,Yes
CUST00821,13,53.74,720.02,Month-to-month,Electronic check,DSL,No,No,1,1,Yes,No,No
CUST00822,50,51.31,2620.62,Two year,Credit card,No,No internet service,No internet service,2,0,Yes,No,No
CUST00823,6,75.91,438.58,Two year,Mailed check,Fiber optic,No,No,2,0,No,No,No
CUST00824,51,46.53,2306.53,Two year,Electronic check,DSL,Yes,No,1,0,Yes,No,No
CUST00825,36,92.46,3410.89,Month-to-month,Credit card,Fiber optic,No,No,2,0,Yes,Yes,No
CUST00826,71,46.88,3253.46,One year,Bank transfer,No,No internet service,No internet service,2,1,Yes,No,Yes
CUST00827,25,150.0,3930.58,Month-to-month,Credit card,Fiber optic,No,Yes,4,0,Yes,Yes,No
CUST00828,11,83.07,917.48,Month-to-month,Bank transfer,DSL,No,Yes,3,0,Yes,Yes,No
CUST00829,44,90.63,3864.9,Two year,Bank transfer,Fiber optic,No,No,2,0,No,No,No
CUST00830,14,65.15,944.83,One year,Credit card,DSL,No,No,3,0,Yes,No,No
CUST00831,29,107.58,3063.5,One year,Electronic check,Fiber optic,Yes,Yes,2,0,Yes,No,Yes
CUST00832,50,66.05,3232.75,Two year,Bank transfer,No,No internet service,No internet service,3,0,No,Yes,No
CUST00833,5,84.7,416.19,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,1,0,No,No,No
CUST00834,72,134.73,9960.73,One year,Electronic check,Fiber optic,No,Yes,2,0,Yes,No,No
CUST00835,69,70.79,4724.89,Two year,Mailed check,No,No internet service,No internet service,2,0,Yes,No,No
CUST00836,57,96.63,5442.8,One year,Electronic check,Fiber optic,No,No,2,0,Yes,Yes,Yes
CUST00837,26,67.4,1670.18,Month-to-month,Bank transfer,Fiber optic,No,No,1,1,No,No,No
CUST00838,6,86.91,538.49,Month-to-month,Mailed check,DSL,Yes,Yes,1,0,Yes,No,No
CUST00839,16,77.26,1216.47,Month-to-month,Credit card,Fiber optic,Yes,No,1,0,No,Yes,Yes
CUST00840,60,80.56,4711.88,Month-to-month,Electronic check,Fiber optic,No,Yes,1,0,No,No,Yes
CUST00841,12,124.63,1507.51,One year,Bank transfer,Fiber optic,No,Yes,1,0,Yes,No,No
CUST00842,3,54.64,167.28,One year,Electronic check,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST00843,63,68.36,4441.43,One year,Bank transfer,No,No internet service,No internet service,3,0,Yes,Yes,No
CUST00844,64,67.26,4239.12,Month-to-month,Bank transfer,Fiber optic,No,No,2,1,Yes,Yes,No
CUST00845,62,127.97,8181.92,Two year,Bank transfer,Fiber optic,No,No,3,0,Yes,No,Yes
CUST00846,6,120.55,720.76,Month-to-month,Credit card,Fiber optic,No,No,3,0,No,Yes,Yes
CUST00847,19,82.81,1510.63,One year,Credit card,DSL,Yes,No,2,0,No,No,No
CUST00848,18,135.81,2529.24,Month-to-month,Electronic check,Fiber optic,No,Yes,1,1,No,No,Yes
CUST00849,43,24.69,1066.73,One year,Electronic check,No,No internet service,No internet service,1,0,No,No,No
CUST00850,3,125.56,380.54,One year,Bank transfer,Fiber optic,No,Yes,3,0,Yes,Yes,Yes
CUST00851,72,55.5,4170.82,Two year,Mailed check,No,No internet service,No internet service,1,0,Yes,Yes,No
CUST00852,38,150.0,5733.72,One year,Electronic check,DSL,Yes,No,2,0,Yes,No,No
CUST00853,68,79.35,5129.02,One year,Mailed check,Fiber optic,No,Yes,1,0,No,No,Yes
CUST00854,44,150.0,6844.61,One year,Mailed check,Fiber optic,No,No,3,1,No,No,Yes
CUST00855,63,79.01,4870.49,Month-to-month,Mailed check,Fiber optic,Yes,No,2,0,No,Yes,No
CUST00856,42,91.3,3835.28,Two year,Credit card,No,No internet service,No internet service,3,0,Yes,No,No
CUST00857,64,67.95,4220.46,Two year,Mailed check,No,No internet service,No internet service,1,0,Yes,No,No
CUST00858,54,80.37,4251.87,Two year,Electronic check,DSL,No,Yes,1,0,No,Yes,No
CUST00859,71,49.34,3568.53,Two year,Electronic check,DSL,No,Yes,2,0,Yes,No,No
CUST00860,37,73.44,2698.14,Two year,Credit card,DSL,No,No,4,0,No,No,No
CUST00861,4,92.25,373.69,One year,Credit card,Fiber optic,Yes,No,2,1,No,Yes,No
CUST00862,2,110.21,227.55,Month-to-month,Bank transfer,Fiber optic,No,Yes,3,0,No,No,Yes
CUST00863,44,114.44,4955.21,One year,Mailed check,Fiber optic,No,Yes,3,0,Yes,No,No
CUST00864,67,150.0,10118.68,Two year,Credit card,Fiber optic,No,No,3,0,Yes,Yes,No
CUST00865,68,82.65,5776.21,One year,Bank transfer,Fiber optic,No,No,2,0,Yes,No,No
CUST00866,62,31.63,2003.25,Two year,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST00867,1,64.28,64.54,Month-to-month,Bank transfer,Fiber optic,No,No,1,0,Yes,No,Yes
CUST00868,17,101.55,1706.22,Two year,Mailed check,Fiber optic,No,No,4,0,No,Yes,No
CUST00869,16,126.65,2007.66,Month-to-month,Mailed check,DSL,No,Yes,4,1,No,No,No
CUST00870,9,117.65,1051.77,One year,Electronic check,Fiber optic,No,No,2,1,Yes,No,Yes
CUST00871,53,150.0,7829.83,One year,Electronic check,Fiber optic,No,No,1,0,Yes,No,Yes
CUST00872,59,69.6,4188.15,Two year,Bank transfer,Fiber optic,Yes,No,1,0,Yes,Yes,No
CUST00873,9,50.84,440.42,Month-to-month,Credit card,No,No internet service,No internet service,4,0,Yes,No,No
CUST00874,12,35.44,445.16,Month-to-month,Bank transfer,No,No internet service,No internet service,1,0,No,No,No
CUST00875,41,84.01,3540.5,Two year,Mailed check,No,No internet service,No internet service,3,0,Yes,No,No
CUST00876,15,150.0,2204.59,One year,Electronic check,Fiber optic,Yes,No,1,0,Yes,No,No
CUST00877,66,77.15,4858.97,Two year,Electronic check,Fiber optic,No,No,2,0,Yes,Yes,No
CUST00878,11,85.49,960.26,Two year,Mailed check,Fiber optic,No,No,3,0,No,Yes,No
CUST00879,8,70.3,575.58,Month-to-month,Mailed check,DSL,No,No,1,0,No,No,Yes
CUST00880,55,99.83,5745.21,Two year,Bank transfer,Fiber optic,Yes,No,1,0,Yes,Yes,No
CUST00881,6,85.45,500.07,Month-to-month,Electronic check,DSL,No,No,4,0,Yes,No,No
CUST00882,53,135.25,6869.14,Two year,Credit card,Fiber optic,No,No,2,0,No,Yes,Yes
CUST00883,20,95.49,1989.08,One year,Mailed check,Fiber optic,Yes,Yes,3,0,No,No,No
CUST00884,39,129.31,4921.37,Two year,Credit card,No,No internet service,No internet service,3,0,Yes,No,No
CUST00885,72,58.61,4313.4,Month-to-month,Mailed check,Fiber optic,No,Yes,1,1,No,No,No
CUST00886,34,37.04,1204.03,One year,Electronic check,No,No internet service,No internet service,1,0,No,No,No
CUST00887,57,54.79,3204.41,Month-to-month,Bank transfer,DSL,Yes,No,2,0,No,Yes,No
CUST00888,19,29.33,536.49,Month-to-month,Bank transfer,DSL,No,No,1,0,No,No,Yes
CUST00889,71,92.39,6687.99,Two year,Mailed check,Fiber optic,Yes,No,2,0,No,Yes,No
CUST00890,31,124.96,3886.29,Month-to-month,Mailed check,Fiber optic,No,Yes,3,0,Yes,No,No
CUST00891,40,45.49,1902.48,One year,Electronic check,DSL,No,No,1,0,No,No,Yes
CUST00892,14,80.73,1077.88,One year,Bank transfer,DSL,No,Yes,2,1,Yes,No,No
CUST00893,37,70.17,2542.3,Month-to-month,Credit card,Fiber optic,No,Yes,1,1,No,No,Yes
CUST00894,44,68.06,2865.72,One year,Electronic check,Fiber optic,Yes,No,1,0,Yes,No,No
CUST00895,9,150.0,1401.19,Month-to-month,Electronic check,Fiber optic,No,No,2,0,No,No,No
CUST00896,58,144.83,8479.02,Two year,Credit card,Fiber optic,No,Yes,3,0,No,No,No
CUST00897,20,45.4,911.18,One year,Electronic check,DSL,No,Yes,1,0,Yes,No,No
CUST00898,50,69.67,3355.12,Two year,Bank transfer,No,No internet service,No internet service,2,1,No,Yes,No
CUST00899,20,79.17,1581.66,Month-to-month,Mailed check,DSL,No,No,2,0,Yes,No,Yes
CUST00900,36,52.25,1861.95,Month-to-month,Mailed check,Fiber optic,No,No,1,0,No,No,Yes
CUST00901,27,62.93,1667.8,Month-to-month,Mailed check,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST00902,72,77.17,5707.47,Two year,Electronic check,No,No internet service,No internet service,3,0,Yes,Yes,No
CUST00903,32,69.5,2126.43,Two year,Electronic check,Fiber optic,No,No,2,0,No,Yes,No
CUST00904,1,51.58,52.34,Month-to-month,Bank transfer,Fiber optic,No,No,1,0,Yes,No,Yes
CUST00905,17,108.38,1901.97,Month-to-month,Bank transfer,Fiber optic,No,No,2,0,No,Yes,Yes
CUST00906,9,81.8,766.19,Month-to-month,Bank transfer,Fiber optic,No,Yes,2,1,Yes,Yes,No
CUST00907,45,71.83,3311.84,Two year,Bank transfer,Fiber optic,No,No,1,1,Yes,Yes,No
CUST00908,66,96.1,6204.62,Two year,Electronic check,Fiber optic,No,No,1,0,Yes,No,No
CUST00909,32,54.84,1772.52,One year,Electronic check,No,No internet service,No internet service,1,0,No,No,No
CUST00910,45,51.41,2230.49,Two year,Credit card,DSL,No,Yes,1,0,Yes,No,No
CUST00911,9,91.94,795.77,Month-to-month,Mailed check,No,No internet service,No internet service,1,0,Yes,No,No
CUST00912,30,58.82,1789.06,Month-to-month,Electronic check,No,No internet service,No internet service,2,0,Yes,No,No
CUST00913,38,54.55,2145.68,One year,Electronic check,Fiber optic,No,No,1,0,Yes,Yes,No
CUST00914,60,96.64,5547.47,Two year,Electronic check,Fiber optic,No,No,3,0,No,Yes,No
CUST00915,1,122.2,117.39,Month-to-month,Electronic check,Fiber optic,Yes,Yes,2,0,No,Yes,Yes
CUST00916,5,59.58,299.85,Month-to-month,Credit card,No,No internet service,No internet service,3,0,Yes,Yes,No
CUST00917,63,61.49,3764.71,Two year,Credit card,DSL,No,No,2,0,No,No,Yes
CUST00918,36,79.19,2882.72,One year,Credit card,Fiber optic,No,No,1,1,Yes,No,No
CUST00919,65,101.34,6399.07,Two year,Credit card,Fiber optic,Yes,No,2,1,No,No,No
CUST00920,24,87.19,2012.31,One year,Credit card,No,No internet service,No internet service,3,0,No,No,No
CUST00921,4,39.86,160.17,One year,Mailed check,No,No internet service,No internet service,1,1,No,No,No
CUST00922,68,79.51,5602.51,One year,Electronic check,Fiber optic,No,No,1,0,Yes,Yes,No
CUST00923,25,61.52,1566.47,One year,Bank transfer,DSL,No,No,1,1,No,Yes,Yes
CUST00924,7,91.41,660.26,Two year,Electronic check,Fiber optic,No,Yes,1,1,Yes,No,No
CUST00925,13,80.41,1020.9,One year,Electronic check,DSL,No,No,1,0,No,No,No
CUST00926,68,67.9,4795.41,Two year,Electronic check,No,No internet service,No internet service,1,0,Yes,Yes,No
CUST00927,43,64.36,2733.45,Two year,Mailed check,Fiber optic,No,No,1,0,No,No,Yes
CUST00928,57,128.34,7573.21,Month-to-month,Electronic check,No,No internet service,No internet service,2,0,No,No,No
CUST00929,36,55.79,2002.65,One year,Electronic check,Fiber optic,No,No,1,0,No,No,No
CUST00930,14,74.98,1025.35,Month-to-month,Mailed check,Fiber optic,No,Yes,2,0,Yes,No,Yes
CUST00931,72,76.5,5375.95,Two year,Credit card,DSL,Yes,Yes,2,0,No,No,No
CUST00932,27,85.4,2321.4,Two year,Mailed check,Fiber optic,No,Yes,2,1,Yes,Yes,Yes
CUST00933,37,69.07,2448.0,One year,Credit card,DSL,No,Yes,1,1,No,No,No
CUST00934,71,74.9,5546.6,One year,Electronic check,Fiber optic,No,No,2,0,Yes,Yes,No
CUST00935,25,49.07,1198.71,One year,Electronic check,DSL,No,Yes,1,0,Yes,No,No
CUST00936,67,99.31,6544.4,One year,Mailed check,Fiber optic,Yes,No,2,0,Yes,No,No
CUST00937,4,104.46,406.7,Month-to-month,Mailed check,Fiber optic,No,No,2,0,Yes,No,Yes
CUST00938,16,127.97,1945.76,One year,Bank transfer,Fiber optic,No,Yes,1,1,Yes,No,No
CUST00939,19,89.58,1734.79,One year,Bank transfer,DSL,Yes,No,1,0,Yes,No,No
CUST00940,29,55.08,1611.78,Month-to-month,Bank transfer,Fiber optic,No,Yes,1,0,Yes,No,No
CUST00941,51,60.49,3180.52,Two year,Credit card,Fiber optic,No,No,1,0,No,No,No
CUST00942,18,84.66,1453.94,Two year,Mailed check,Fiber optic,No,Yes,1,0,No,No,No
CUST00943,58,91.9,5558.68,Two year,Electronic check,DSL,Yes,No,4,0,Yes,No,No
CUST00944,44,64.26,2779.62,Two year,Mailed check,No,No internet service,No internet service,1,1,Yes,Yes,No
CUST00945,16,55.27,920.85,Month-to-month,Electronic check,No,No internet service,No internet service,2,0,Yes,No,No
CUST00946,65,77.4,4833.35,One year,Electronic check,DSL,Yes,Yes,2,0,Yes,No,No
CUST00947,2,95.73,196.13,Month-to-month,Electronic check,Fiber optic,No,Yes,2,0,No,Yes,Yes
CUST00948,56,104.2,5881.51,Two year,Mailed check,Fiber optic,No,No,3,1,No,Yes,No
CUST00949,28,114.99,3174.06,Two year,Electronic check,Fiber optic,No,Yes,3,1,Yes,No,No
CUST00950,65,73.59,4582.04,Two year,Electronic check,DSL,No,No,3,0,Yes,Yes,No
CUST00951,5,103.65,523.68,One year,Bank transfer,DSL,No,Yes,4,0,Yes,No,No
CUST00952,22,119.85,2511.84,One year,Bank transfer,DSL,Yes,No,1,0,No,No,No
CUST00953,13,88.7,1153.25,One year,Bank transfer,Fiber optic,No,No,2,0,No,No,Yes
CUST00954,65,96.77,6355.6,Two year,Bank transfer,No,No internet service,No internet service,3,1,Yes,Yes,No
CUST00955,16,94.36,1544.87,Month-to-month,Electronic check,Fiber optic,No,No,2,0,Yes,No,Yes
CUST00956,64,97.21,6527.12,Month-to-month,Electronic check,No,No internet service,No internet service,4,0,No,No,Yes
CUST00957,32,42.96,1341.74,One year,Electronic check,DSL,No,No,1,0,No,No,No
CUST00958,51,70.42,3527.63,Two year,Credit card,DSL,No,Yes,2,0,Yes,No,No
CUST00959,58,121.27,6921.93,Two year,Bank transfer,Fiber optic,No,No,4,0,Yes,No,No
CUST00960,46,45.67,2149.47,Two year,Electronic check,DSL,No,No,1,0,Yes,No,No
CUST00961,52,93.94,5095.82,One year,Electronic check,Fiber optic,No,Yes,2,0,No,No,No
CUST00962,63,65.76,4339.39,Two year,Credit card,Fiber optic,Yes,No,1,0,Yes,No,No
CUST00963,60,89.11,5584.96,Two year,Mailed check,DSL,Yes,No,2,0,Yes,No,No
CUST00964,65,150.0,10119.9,One year,Credit card,Fiber optic,Yes,Yes,3,0,No,No,No
CUST00965,55,76.56,4417.54,Two year,Electronic check,Fiber optic,Yes,No,1,0,Yes,Yes,No
CUST00966,57,90.3,5083.25,Two year,Electronic check,Fiber optic,No,Yes,1,0,No,Yes,Yes
CUST00967,71,84.1,6238.8,Two year,Bank transfer,No,No internet service,No internet service,1,0,Yes,No,No
CUST00968,26,72.97,1946.74,Two year,Bank transfer,DSL,No,No,3,0,Yes,No,Yes
CUST00969,12,47.43,550.29,One year,Bank transfer,No,No internet service,No internet service,2,0,No,No,Yes
CUST00970,71,62.65,4245.97,Two year,Mailed check,Fiber optic,No,No,1,0,Yes,No,No
CUST00971,46,77.06,3443.55,One year,Mailed check,No,No internet service,No internet service,1,0,No,Yes,No
CUST00972,47,68.75,3321.32,Month-to-month,Bank transfer,DSL,No,No,3,1,Yes,No,Yes
CUST00973,38,101.97,3925.89,One year,Electronic check,Fiber optic,No,Yes,3,0,Yes,Yes,No
CUST00974,21,72.41,1478.7,Month-to-month,Mailed check,Fiber optic,No,No,1,0,No,No,No
CUST00975,14,68.95,988.65,Two year,Credit card,No,No internet service,No internet service,1,0,Yes,No,No
CUST00976,2,150.0,289.24,Month-to-month,Electronic check,Fiber optic,No,Yes,3,0,No,No,Yes
CUST00977,72,79.77,5928.29,Month-to-month,Mailed check,Fiber optic,No,No,2,0,Yes,No,No
CUST00978,70,150.0,10808.87,One year,Bank transfer,No,No internet service,No internet service,4,0,Yes,No,No
CUST00979,33,76.45,2642.07,Month-to-month,Credit card,Fiber optic,No,Yes,2,0,Yes,No,No
CUST00980,6,74.39,430.73,Month-to-month,Mailed check,DSL,Yes,No,2,0,Yes,Yes,No
CUST00981,37,150.0,5775.67,Two year,Mailed check,Fiber optic,No,Yes,2,0,No,Yes,No
CUST00982,14,109.74,1511.95,Two year,Credit card,Fiber optic,No,Yes,3,1,No,No,Yes
CUST00983,37,62.56,2295.29,Two year,Credit card,Fiber optic,No,Yes,1,0,Yes,No,Yes
CUST00984,8,92.18,735.11,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,1,0,Yes,No,Yes
CUST00985,13,67.42,887.58,One year,Mailed check,No,No internet service,No internet service,1,0,No,No,No
CUST00986,40,143.75,6034.49,One year,Electronic check,Fiber optic,Yes,Yes,3,0,No,No,Yes
CUST00987,58,99.58,5833.37,One year,Bank transfer,DSL,No,No,2,0,Yes,No,Yes
CUST00988,18,66.92,1255.96,Two year,Credit card,DSL,No,Yes,1,0,Yes,No,No
CUST00989,57,102.98,5726.06,Two year,Credit card,No,No internet service,No internet service,2,0,Yes,Yes,No
CUST00990,38,78.82,2964.73,Two year,Electronic check,Fiber optic,Yes,No,1,1,No,Yes,No
CUST00991,32,47.47,1519.72,One year,Mailed check,No,No internet service,No internet service,1,1,Yes,No,No
CUST00992,66,106.0,6872.1,Month-to-month,Mailed check,Fiber optic,No,Yes,1,0,Yes,Yes,Yes
CUST00993,25,90.24,2363.58,Month-to-month,Credit card,Fiber optic,Yes,No,2,0,No,Yes,Yes
CUST00994,58,72.61,4306.42,Two year,Bank transfer,Fiber optic,No,No,2,0,Yes,Yes,No
CUST00995,33,66.89,2202.71,One year,Mailed check,DSL,No,No,3,0,Yes,No,No
CUST00996,66,111.16,7520.93,One year,Electronic check,Fiber optic,No,Yes,3,0,Yes,No,No
CUST00997,30,104.35,3120.31,One year,Mailed check,Fiber optic,No,Yes,2,1,Yes,No,No
CUST00998,34,73.43,2376.09,Two year,Electronic check,Fiber optic,No,No,2,0,Yes,No,No
CUST00999,69,41.33,2864.09,Two year,Credit card,No,No internet service,No internet service,1,1,Yes,No,No
CUST01000,48,43.47,2112.68,Two year,Bank transfer,No,No internet service,No internet service,1,0,Yes,No,No
CUST01001,40,59.34,2487.82,Two year,Mailed check,No,No internet service,No internet service,1,0,No,Yes,No
CUST01002,51,47.95,2333.15,Two year,Mailed check,No,No internet service,No internet service,2,0,No,Yes,No
CUST01003,13,60.82,791.62,Two year,Credit card,Fiber optic,No,No,1,1,No,No,No
CUST01004,31,81.13,2413.96,Two year,Electronic check,Fiber optic,No,Yes,1,0,Yes,No,No
CUST01005,39,78.12,2939.74,One year,Electronic check,No,No internet service,No internet service,2,1,Yes,No,Yes
CUST01006,63,60.39,3846.6,Two year,Credit card,Fiber optic,No,No,1,0,Yes,No,No
CUST01007,48,61.6,2877.43,One year,Credit card,DSL,Yes,No,2,0,Yes,No,No
CUST01008,48,150.0,7379.41,One year,Credit card,Fiber optic,Yes,No,2,1,Yes,Yes,No
CUST01009,61,52.7,3219.26,Two year,Electronic check,DSL,Yes,No,1,0,No,Yes,No
CUST01010,12,150.0,1749.28,Two year,Electronic check,Fiber optic,Yes,No,1,0,Yes,Yes,No
CUST01011,56,74.19,4152.06,One year,Electronic check,Fiber optic,Yes,Yes,1,0,Yes,Yes,No
CUST01012,18,55.3,945.72,Month-to-month,Electronic check,DSL,No,No,1,1,Yes,No,No
CUST01013,27,49.05,1372.39,Month-to-month,Bank transfer,No,No internet service,No internet service,2,1,No,Yes,No
CUST01014,28,64.51,1718.26,One year,Electronic check,No,No internet service,No internet service,3,0,Yes,Yes,No
CUST01015,52,83.93,4149.2,One year,Bank transfer,No,No internet service,No internet service,1,0,No,No,No
CUST01016,16,150.0,2426.76,Month-to-month,Electronic check,Fiber optic,Yes,Yes,1,1,Yes,No,No
CUST01017,58,150.0,9111.96,Two year,Mailed check,No,No internet service,No internet service,3,0,No,Yes,No
CUST01018,9,76.16,709.84,Month-to-month,Credit card,No,No internet service,No internet service,1,0,No,Yes,Yes
CUST01019,26,111.58,2829.14,One year,Electronic check,Fiber optic,No,Yes,1,1,Yes,No,No
CUST01020,28,65.49,1778.1,Two year,Mailed check,No,No internet service,No internet service,2,0,Yes,No,No
CUST01021,36,110.46,4026.71,Month-to-month,Electronic check,DSL,No,No,2,0,Yes,No,Yes
CUST01022,9,51.84,481.61,Month-to-month,Electronic check,No,No internet service,No internet service,2,0,Yes,No,No
CUST01023,47,101.31,4695.9,Two year,Mailed check,Fiber optic,Yes,No,2,1,No,No,Yes
CUST01024,51,91.23,4621.26,Two year,Mailed check,Fiber optic,No,Yes,1,1,No,No,No
CUST01025,57,107.64,5899.56,Two year,Bank transfer,DSL,No,No,2,1,No,No,No
CUST01026,32,85.8,2650.28,One year,Credit card,Fiber optic,No,No,1,0,No,No,Yes
CUST01027,67,150.0,10118.69,Two year,Mailed check,Fiber optic,Yes,Yes,3,1,Yes,Yes,No
CUST01028,57,67.29,3683.13,Two year,Electronic check,No,No internet service,No internet service,3,1,Yes,No,No
CUST01029,54,68.85,3607.12,One year,Bank transfer,No,No internet service,No internet service,1,0,No,No,No
CUST01030,16,122.93,1914.69,Month-to-month,Electronic check,No,No internet service,No internet service,1,1,Yes,Yes,Yes
CUST01031,62,58.75,3622.07,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,1,0,No,No,No
CUST01032,56,105.55,5642.22,Month-to-month,Bank transfer,No,No internet service,No internet service,1,0,Yes,Yes,No
CUST01033,23,71.99,1655.73,One year,Electronic check,Fiber optic,Yes,No,1,0,Yes,No,No
CUST01034,17,72.79,1290.48,Month-to-month,Credit card,No,No internet service,No internet service,2,0,No,No,No
CUST01035,38,150.0,5428.94,One year,Credit card,DSL,Yes,Yes,4,0,Yes,No,No
CUST01036,72,76.45,5576.5,Two year,Credit card,Fiber optic,No,Yes,1,0,No,No,Yes
CUST01037,30,40.62,1259.53,Month-to-month,Electronic check,No,No internet service,No internet service,1,0,No,Yes,Yes
CUST01038,58,51.26,2917.32,Two year,Mailed check,No,No internet service,No internet service,1,0,No,No,Yes
CUST01039,22,74.03,1568.65,One year,Credit card,Fiber optic,Yes,Yes,1,0,No,No,No
CUST01040,17,46.94,761.54,Month-to-month,Electronic check,No,No internet service,No internet service,1,0,No,No,No
CUST01041,15,89.62,1363.64,One year,Credit card,DSL,Yes,No,3,0,No,No,Yes
CUST01042,48,150.0,7237.61,Two year,Electronic check,Fiber optic,No,Yes,1,1,Yes,No,No
CUST01043,32,104.15,3242.58,One year,Electronic check,Fiber optic,No,Yes,4,0,Yes,No,No
